Connecting to host 123.57.223.37, port 5201
[  4] local 144.202.103.115 port 37884 connected to 123.57.223.37 port 5201
[  6] local 144.202.103.115 port 37886 connected to 123.57.223.37 port 5201
[  8] local 144.202.103.115 port 37888 connected to 123.57.223.37 port 5201
[ 10] local 144.202.103.115 port 37890 connected to 123.57.223.37 port 5201
[ 12] local 144.202.103.115 port 37892 connected to 123.57.223.37 port 5201
[ 14] local 144.202.103.115 port 37894 connected to 123.57.223.37 port 5201
[ 16] local 144.202.103.115 port 37896 connected to 123.57.223.37 port 5201
[ 18] local 144.202.103.115 port 37898 connected to 123.57.223.37 port 5201
[ 20] local 144.202.103.115 port 37900 connected to 123.57.223.37 port 5201
[ 22] local 144.202.103.115 port 37902 connected to 123.57.223.37 port 5201
[ 24] local 144.202.103.115 port 37904 connected to 123.57.223.37 port 5201
[ 26] local 144.202.103.115 port 37906 connected to 123.57.223.37 port 5201
[ 28] local 144.202.103.115 port 37908 connected to 123.57.223.37 port 5201
[ 30] local 144.202.103.115 port 37910 connected to 123.57.223.37 port 5201
[ 32] local 144.202.103.115 port 37912 connected to 123.57.223.37 port 5201
[ 34] local 144.202.103.115 port 37914 connected to 123.57.223.37 port 5201
[ 36] local 144.202.103.115 port 37916 connected to 123.57.223.37 port 5201
[ 38] local 144.202.103.115 port 37918 connected to 123.57.223.37 port 5201
[ 40] local 144.202.103.115 port 37920 connected to 123.57.223.37 port 5201
[ 42] local 144.202.103.115 port 37922 connected to 123.57.223.37 port 5201
[ 44] local 144.202.103.115 port 37924 connected to 123.57.223.37 port 5201
[ 46] local 144.202.103.115 port 37926 connected to 123.57.223.37 port 5201
[ 48] local 144.202.103.115 port 37928 connected to 123.57.223.37 port 5201
[ 50] local 144.202.103.115 port 37930 connected to 123.57.223.37 port 5201
[ 52] local 144.202.103.115 port 37932 connected to 123.57.223.37 port 5201
[ 54] local 144.202.103.115 port 37934 connected to 123.57.223.37 port 5201
[ 56] local 144.202.103.115 port 37936 connected to 123.57.223.37 port 5201
[ 58] local 144.202.103.115 port 37938 connected to 123.57.223.37 port 5201
[ 60] local 144.202.103.115 port 37940 connected to 123.57.223.37 port 5201
[ 62] local 144.202.103.115 port 37942 connected to 123.57.223.37 port 5201
[ 64] local 144.202.103.115 port 37944 connected to 123.57.223.37 port 5201
[ 66] local 144.202.103.115 port 37946 connected to 123.57.223.37 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   315 KBytes  2.58 Mbits/sec    7   35.4 KBytes       
[  6]   0.00-1.00   sec   167 KBytes  1.37 Mbits/sec    3   26.9 KBytes       
[  8]   0.00-1.00   sec   170 KBytes  1.39 Mbits/sec    6   22.6 KBytes       
[ 10]   0.00-1.00   sec   106 KBytes   869 Kbits/sec    9   18.4 KBytes       
[ 12]   0.00-1.00   sec   523 KBytes  4.29 Mbits/sec   11   58.0 KBytes       
[ 14]   0.00-1.00   sec   427 KBytes  3.50 Mbits/sec   10   48.1 KBytes       
[ 16]   0.00-1.00   sec   444 KBytes  3.64 Mbits/sec    9   39.6 KBytes       
[ 18]   0.00-1.00   sec   178 KBytes  1.46 Mbits/sec    7   17.0 KBytes       
[ 20]   0.00-1.00   sec   167 KBytes  1.37 Mbits/sec    7   22.6 KBytes       
[ 22]   0.00-1.00   sec   457 KBytes  3.74 Mbits/sec   13   45.2 KBytes       
[ 24]   0.00-1.00   sec   286 KBytes  2.34 Mbits/sec    7   35.4 KBytes       
[ 26]   0.00-1.00   sec   455 KBytes  3.73 Mbits/sec    9   48.1 KBytes       
[ 28]   0.00-1.00   sec   112 KBytes   915 Kbits/sec    4   17.0 KBytes       
[ 30]   0.00-1.00   sec   339 KBytes  2.78 Mbits/sec   10   24.0 KBytes       
[ 32]   0.00-1.00   sec   223 KBytes  1.83 Mbits/sec    8   21.2 KBytes       
