Connecting to host 47.95.221.10, port 5201
[  4] local 144.202.103.115 port 56836 connected to 47.95.221.10 port 5201
[  6] local 144.202.103.115 port 56837 connected to 47.95.221.10 port 5201
[  8] local 144.202.103.115 port 56838 connected to 47.95.221.10 port 5201
[ 10] local 144.202.103.115 port 56839 connected to 47.95.221.10 port 5201
[ 12] local 144.202.103.115 port 56840 connected to 47.95.221.10 port 5201
[ 14] local 144.202.103.115 port 56841 connected to 47.95.221.10 port 5201
[ 16] local 144.202.103.115 port 56842 connected to 47.95.221.10 port 5201
[ 18] local 144.202.103.115 port 56843 connected to 47.95.221.10 port 5201
[ 20] local 144.202.103.115 port 56844 connected to 47.95.221.10 port 5201
[ 22] local 144.202.103.115 port 56845 connected to 47.95.221.10 port 5201
[ 24] local 144.202.103.115 port 56846 connected to 47.95.221.10 port 5201
[ 26] local 144.202.103.115 port 56847 connected to 47.95.221.10 port 5201
[ 28] local 144.202.103.115 port 56848 connected to 47.95.221.10 port 5201
[ 30] local 144.202.103.115 port 56849 connected to 47.95.221.10 port 5201
[ 32] local 144.202.103.115 port 56850 connected to 47.95.221.10 port 5201
[ 34] local 144.202.103.115 port 56851 connected to 47.95.221.10 port 5201
[ 36] local 144.202.103.115 port 56852 connected to 47.95.221.10 port 5201
[ 38] local 144.202.103.115 port 56853 connected to 47.95.221.10 port 5201
[ 40] local 144.202.103.115 port 56854 connected to 47.95.221.10 port 5201
[ 42] local 144.202.103.115 port 56855 connected to 47.95.221.10 port 5201
[ 44] local 144.202.103.115 port 56856 connected to 47.95.221.10 port 5201
[ 46] local 144.202.103.115 port 56857 connected to 47.95.221.10 port 5201
[ 48] local 144.202.103.115 port 56858 connected to 47.95.221.10 port 5201
[ 50] local 144.202.103.115 port 56859 connected to 47.95.221.10 port 5201
[ 52] local 144.202.103.115 port 56860 connected to 47.95.221.10 port 5201
[ 54] local 144.202.103.115 port 56861 connected to 47.95.221.10 port 5201
[ 56] local 144.202.103.115 port 56862 connected to 47.95.221.10 port 5201
[ 58] local 144.202.103.115 port 56863 connected to 47.95.221.10 port 5201
[ 60] local 144.202.103.115 port 56864 connected to 47.95.221.10 port 5201
[ 62] local 144.202.103.115 port 56865 connected to 47.95.221.10 port 5201
[ 64] local 144.202.103.115 port 56866 connected to 47.95.221.10 port 5201
[ 66] local 144.202.103.115 port 56867 connected to 47.95.221.10 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   269 KBytes  2.21 Mbits/sec    0   45.6 KBytes       
[  6]   0.00-1.00   sec   188 KBytes  1.54 Mbits/sec    0   38.5 KBytes       
[  8]   0.00-1.00   sec   191 KBytes  1.56 Mbits/sec    0   37.1 KBytes       
[ 10]   0.00-1.00   sec   181 KBytes  1.48 Mbits/sec    0   37.1 KBytes       
[ 12]   0.00-1.00   sec   181 KBytes  1.48 Mbits/sec    0   37.1 KBytes       
[ 14]   0.00-1.00   sec   181 KBytes  1.48 Mbits/sec    0   37.1 KBytes       
[ 16]   0.00-1.00   sec   181 KBytes  1.48 Mbits/sec    0   37.1 KBytes       
[ 18]   0.00-1.00   sec   248 KBytes  2.03 Mbits/sec    0   38.5 KBytes       
[ 20]   0.00-1.00   sec   181 KBytes  1.48 Mbits/sec    0   37.1 KBytes       
[ 22]   0.00-1.00   sec   181 KBytes  1.48 Mbits/sec    0   37.1 KBytes       
[ 24]   0.00-1.00   sec   188 KBytes  1.54 Mbits/sec    0   38.5 KBytes       
[ 26]   0.00-1.00   sec   265 KBytes  2.17 Mbits/sec    0   48.5 KBytes       
[ 28]   0.00-1.00   sec   265 KBytes  2.17 Mbits/sec    0   48.5 KBytes       
[ 30]   0.00-1.00   sec   181 KBytes  1.48 Mbits/sec    0   37.1 KBytes       
[ 32]   0.00-1.00   sec   259 KBytes  2.13 Mbits/sec    0   45.6 KBytes       
[ 34]   0.00-1.00   sec   181 KBytes  1.48 Mbits/sec    0   37.1 KBytes       
[ 36]   0.00-1.00   sec   211 KBytes  1.73 Mbits/sec    0   27.1 KBytes       
[ 38]   0.00-1.00   sec   188 KBytes  1.54 Mbits/sec    0   38.5 KBytes       
[ 40]   0.00-1.00   sec   181 KBytes  1.48 Mbits/sec    0   37.1 KBytes       
[ 42]   0.00-1.00   sec   181 KBytes  1.48 Mbits/sec    0   37.1 KBytes       
[ 44]   0.00-1.00   sec   177 KBytes  1.45 Mbits/sec    0   37.1 KBytes       
[ 46]   0.00-1.00   sec   181 KBytes  1.48 Mbits/sec    0   37.1 KBytes       
[ 48]   0.00-1.00   sec   265 KBytes  2.17 Mbits/sec    0   48.5 KBytes       
[ 50]   0.00-1.00   sec   181 KBytes  1.48 Mbits/sec    0   37.1 KBytes       
[ 52]   0.00-1.00   sec   181 KBytes  1.48 Mbits/sec    0   37.1 KBytes       
[ 54]   0.00-1.00   sec   168 KBytes  1.38 Mbits/sec    2   38.5 KBytes       
[ 56]   0.00-1.00   sec   173 KBytes  1.41 Mbits/sec    1   31.4 KBytes       
[ 58]   0.00-1.00   sec   259 KBytes  2.12 Mbits/sec    0   45.6 KBytes       
[ 60]   0.00-1.00   sec   181 KBytes  1.48 Mbits/sec    0   37.1 KBytes       
[ 62]   0.00-1.00   sec   188 KBytes  1.54 Mbits/sec    0   38.5 KBytes       
[ 64]   0.00-1.00   sec   259 KBytes  2.12 Mbits/sec    0   45.6 KBytes       
[ 66]   0.00-1.00   sec   237 KBytes  1.94 Mbits/sec    1   29.9 KBytes       
[SUM]   0.00-1.00   sec  6.38 MBytes  53.5 Mbits/sec    4             
- - - - - - - - - - - - - - - - - - - - - - - - -
[  4]   1.00-2.00   sec   230 KBytes  1.88 Mbits/sec    0   52.8 KBytes       
[  6]   1.00-2.00   sec   120 KBytes   981 Kbits/sec    0   38.5 KBytes       
[  8]   1.00-2.00   sec  95.5 KBytes   782 Kbits/sec    0   54.2 KBytes       
[ 10]   1.00-2.00   sec  84.1 KBytes   689 Kbits/sec    0   48.5 KBytes       
[ 12]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec    0   37.1 KBytes       
[ 14]   1.00-2.00   sec   192 KBytes  1.58 Mbits/sec    0   52.8 KBytes       
[ 16]   1.00-2.00   sec   110 KBytes   899 Kbits/sec    0   48.5 KBytes       
[ 18]   1.00-2.00   sec   140 KBytes  1.14 Mbits/sec    0   39.9 KBytes       
[ 20]   1.00-2.00   sec   192 KBytes  1.58 Mbits/sec    0   51.3 KBytes       
[ 22]   1.00-2.00   sec   147 KBytes  1.20 Mbits/sec    0   42.8 KBytes       
[ 24]   1.00-2.00   sec  59.9 KBytes   490 Kbits/sec    0   38.5 KBytes       
[ 26]   1.00-2.00   sec   202 KBytes  1.66 Mbits/sec    0   49.9 KBytes       
[ 28]   1.00-2.00   sec  72.7 KBytes   596 Kbits/sec    0   45.6 KBytes       
[ 30]   1.00-2.00   sec   182 KBytes  1.49 Mbits/sec    0   49.9 KBytes       
[ 32]   1.00-2.00   sec  68.4 KBytes   561 Kbits/sec    0   42.8 KBytes       
[ 34]   1.00-2.00   sec   182 KBytes  1.49 Mbits/sec    0   49.9 KBytes       
[ 36]   1.00-2.00   sec   143 KBytes  1.17 Mbits/sec    0   28.5 KBytes       
[ 38]   1.00-2.00   sec   140 KBytes  1.14 Mbits/sec    0   39.9 KBytes       
[ 40]   1.00-2.00   sec   147 KBytes  1.20 Mbits/sec    0   42.8 KBytes       
[ 42]   1.00-2.00   sec   147 KBytes  1.20 Mbits/sec    0   42.8 KBytes       
[ 44]   1.00-2.00   sec  74.1 KBytes   607 Kbits/sec    0   37.1 KBytes       
[ 46]   1.00-2.00   sec   161 KBytes  1.32 Mbits/sec    0   49.9 KBytes       
[ 48]   1.00-2.00   sec   174 KBytes  1.42 Mbits/sec    0   62.7 KBytes       
[ 50]   1.00-2.00   sec   187 KBytes  1.53 Mbits/sec    0   49.9 KBytes       
[ 52]   1.00-2.00   sec  78.4 KBytes   642 Kbits/sec    0   45.6 KBytes       
[ 54]   1.00-2.00   sec   222 KBytes  1.82 Mbits/sec    0   41.3 KBytes       
[ 56]   1.00-2.00   sec   128 KBytes  1.05 Mbits/sec    0   31.4 KBytes       
[ 58]   1.00-2.00   sec   104 KBytes   853 Kbits/sec    0   49.9 KBytes       
[ 60]   1.00-2.00   sec   147 KBytes  1.20 Mbits/sec    0   42.8 KBytes       
[ 62]   1.00-2.00   sec  59.9 KBytes   490 Kbits/sec    0   39.9 KBytes       
[ 64]   1.00-2.00   sec   104 KBytes   853 Kbits/sec    0   47.1 KBytes       
[ 66]   1.00-2.00   sec   192 KBytes  1.58 Mbits/sec    0   29.9 KBytes       
[SUM]   1.00-2.00   sec  4.19 MBytes  35.1 Mbits/sec    0             
- - - - - - - - - - - - - - - - - - - - - - - - -
[  4]   2.00-3.00   sec   133 KBytes  1.09 Mbits/sec    0   49.9 KBytes       
[  6]   2.00-3.00   sec   145 KBytes  1.19 Mbits/sec    0   41.3 KBytes       
[  8]   2.00-3.00   sec  68.4 KBytes   561 Kbits/sec    0   42.8 KBytes       
[ 10]   2.00-3.00   sec   145 KBytes  1.19 Mbits/sec    0   42.8 KBytes       
[ 12]   2.00-3.00   sec   161 KBytes  1.32 Mbits/sec    0   49.9 KBytes       
[ 14]   2.00-3.00   sec   190 KBytes  1.55 Mbits/sec    0   51.3 KBytes       
[ 16]   2.00-3.00   sec  82.7 KBytes   678 Kbits/sec    0   51.3 KBytes       
[ 18]   2.00-3.00   sec   130 KBytes  1.06 Mbits/sec    0   41.3 KBytes       
[ 20]   2.00-3.00   sec   121 KBytes   993 Kbits/sec    0   47.1 KBytes       
[ 22]   2.00-3.00   sec   153 KBytes  1.25 Mbits/sec    0   45.6 KBytes       
[ 24]   2.00-3.00   sec   151 KBytes  1.24 Mbits/sec    0   42.8 KBytes       
[ 26]   2.00-3.00   sec   262 KBytes  2.15 Mbits/sec    0   59.9 KBytes       
[ 28]   2.00-3.00   sec   143 KBytes  1.17 Mbits/sec    0   47.1 KBytes       
[ 30]   2.00-3.00   sec   173 KBytes  1.41 Mbits/sec    0   51.3 KBytes       
[ 32]   2.00-3.00   sec  74.1 KBytes   607 Kbits/sec    0   47.1 KBytes       
[ 34]   2.00-3.00   sec   174 KBytes  1.43 Mbits/sec    0   49.9 KBytes       
[ 36]   2.00-3.00   sec   143 KBytes  1.17 Mbits/sec    0   32.8 KBytes       
[ 38]   2.00-3.00   sec   165 KBytes  1.36 Mbits/sec    0   45.6 KBytes       
[ 40]   2.00-3.00   sec   225 KBytes  1.85 Mbits/sec    0   45.6 KBytes       
[ 42]   2.00-3.00   sec   204 KBytes  1.67 Mbits/sec    0   49.9 KBytes       
[ 44]   2.00-3.00   sec  81.3 KBytes   666 Kbits/sec    0   39.9 KBytes       
[ 46]   2.00-3.00   sec   259 KBytes  2.13 Mbits/sec    0   64.2 KBytes       
[ 48]   2.00-3.00   sec   268 KBytes  2.20 Mbits/sec    0   62.7 KBytes       
[ 50]   2.00-3.00   sec   121 KBytes   993 Kbits/sec    0   47.1 KBytes       
[ 52]   2.00-3.00   sec   143 KBytes  1.17 Mbits/sec    0   47.1 KBytes       
[ 54]   2.00-3.00   sec   188 KBytes  1.54 Mbits/sec    0   39.9 KBytes       
[ 56]   2.00-3.00   sec   160 KBytes  1.31 Mbits/sec    0   37.1 KBytes       
[ 58]   2.00-3.00   sec   305 KBytes  2.50 Mbits/sec    0   67.0 KBytes       
[ 60]   2.00-3.00   sec   210 KBytes  1.72 Mbits/sec    0   51.3 KBytes       
[ 62]   2.00-3.00   sec   157 KBytes  1.29 Mbits/sec    0   42.8 KBytes       
[ 64]   2.00-3.00   sec   250 KBytes  2.04 Mbits/sec    0   49.9 KBytes       
[ 66]   2.00-3.00   sec   191 KBytes  1.57 Mbits/sec    0   35.6 KBytes       
[SUM]   2.00-3.00   sec  5.25 MBytes  44.0 Mbits/sec    0             
- - - - - - - - - - - - - - - - - - - - - - - - -
[  4]   3.00-4.00   sec   281 KBytes  2.30 Mbits/sec    0   51.3 KBytes       
[  6]   3.00-4.00   sec   212 KBytes  1.74 Mbits/sec    0   45.6 KBytes       
[  8]   3.00-4.00   sec  91.2 KBytes   748 Kbits/sec    0   54.2 KBytes       
[ 10]   3.00-4.00   sec  79.8 KBytes   654 Kbits/sec    0   47.1 KBytes       
[ 12]   3.00-4.00   sec  72.7 KBytes   596 Kbits/sec    0   47.1 KBytes       
[ 14]   3.00-4.00   sec   274 KBytes  2.24 Mbits/sec    0   71.3 KBytes       
[ 16]   3.00-4.00   sec  77.0 KBytes   631 Kbits/sec    0   48.5 KBytes       
[ 18]   3.00-4.00   sec   302 KBytes  2.48 Mbits/sec    0   55.6 KBytes       
[ 20]   3.00-4.00   sec   187 KBytes  1.53 Mbits/sec    0   52.8 KBytes       
[ 22]   3.00-4.00   sec   202 KBytes  1.66 Mbits/sec    0   48.5 KBytes       
[ 24]   3.00-4.00   sec   106 KBytes   864 Kbits/sec    0   49.9 KBytes       
[ 26]   3.00-4.00   sec   254 KBytes  2.08 Mbits/sec    0   71.3 KBytes       
[ 28]   3.00-4.00   sec   277 KBytes  2.27 Mbits/sec    0   55.6 KBytes       
[ 30]   3.00-4.00   sec   267 KBytes  2.18 Mbits/sec    0   57.0 KBytes       
[ 32]   3.00-4.00   sec   191 KBytes  1.57 Mbits/sec    0   45.6 KBytes       
[ 34]   3.00-4.00   sec   211 KBytes  1.73 Mbits/sec    0   51.3 KBytes       
[ 36]   3.00-4.00   sec   281 KBytes  2.30 Mbits/sec    0   41.3 KBytes       
[ 38]   3.00-4.00   sec   344 KBytes  2.82 Mbits/sec    0   52.8 KBytes       
[ 40]   3.00-4.00   sec   130 KBytes  1.06 Mbits/sec    0   48.5 KBytes       
[ 42]   3.00-4.00   sec   205 KBytes  1.68 Mbits/sec    0   48.5 KBytes       
[ 44]   3.00-4.00   sec   204 KBytes  1.67 Mbits/sec    0   44.2 KBytes       
[ 46]   3.00-4.00   sec   175 KBytes  1.44 Mbits/sec    0   49.9 KBytes       
[ 48]   3.00-4.00   sec   267 KBytes  2.18 Mbits/sec    0   71.3 KBytes       
[ 50]   3.00-4.00   sec   328 KBytes  2.69 Mbits/sec    0   59.9 KBytes       
[ 52]   3.00-4.00   sec   240 KBytes  1.96 Mbits/sec    0   59.9 KBytes       
[ 54]   3.00-4.00   sec   201 KBytes  1.65 Mbits/sec    0   45.6 KBytes       
[ 56]   3.00-4.00   sec   125 KBytes  1.03 Mbits/sec    0   41.3 KBytes       
[ 58]   3.00-4.00   sec  0.00 Bytes  0.00 bits/sec    0   47.1 KBytes       
[ 60]   3.00-4.00   sec   133 KBytes  1.09 Mbits/sec    0   49.9 KBytes       
[ 62]   3.00-4.00   sec   281 KBytes  2.30 Mbits/sec    0   49.9 KBytes       
[ 64]   3.00-4.00   sec   202 KBytes  1.66 Mbits/sec    0   48.5 KBytes       
